peer,KPI,sort,average,Product,Value,Rank,group,Hierarchy1,last,Code
Large/Enterprise-Wide Implementations,Query Performance,20,5.347575272,IBM Cog. Analytics,3.598277608,9,2,,,
Large/Enterprise-Wide Implementations,Query Performance,20,5.347575272,IBM Plan. Analytics,5.964917029,4,2,,,
Large/Enterprise-Wide Implementations,Query Performance,20,5.347575272,MicroStrategy,5.547283099,7,2,,,
Large/Enterprise-Wide Implementations,Query Performance,20,5.347575272,Oracle Analytics Cloud,1,10,2,,,
Large/Enterprise-Wide Implementations,Query Performance,20,5.347575272,Pyramid,8.653791129,1,2,,,
Large/Enterprise-Wide Implementations,Query Performance,20,5.347575272,Qlik Sense,5.898446936,5,2,,,
Large/Enterprise-Wide Implementations,Query Performance,20,5.347575272,QlikView,5.877028795,6,2,,,
Large/Enterprise-Wide Implementations,Query Performance,20,5.347575272,SAP Analytics Cloud,6.65551914,2,2,,,
Large/Enterprise-Wide Implementations,Query Performance,20,5.347575272,SAP BO BI,6.10538758,3,2,,,
Large/Enterprise-Wide Implementations,Query Performance,20,5.347575272,Tableau,4.175101406,8,2,,,
Large/Enterprise-Wide Implementations,Performance Satisfaction,21,6.857566491,IBM Cog. Analytics,4.96,9,2,,,
Large/Enterprise-Wide Implementations,Performance Satisfaction,21,6.857566491,IBM Plan. Analytics,9.4,1,2,,,
Large/Enterprise-Wide Implementations,Performance Satisfaction,21,6.857566491,MicroStrategy,7.995876289,3,2,,,
Large/Enterprise-Wide Implementations,Performance Satisfaction,21,6.857566491,Oracle Analytics Cloud,4.786206897,10,2,,,
Large/Enterprise-Wide Implementations,Performance Satisfaction,21,6.857566491,Pyramid,7.6,5,2,,,
Large/Enterprise-Wide Implementations,Performance Satisfaction,21,6.857566491,Qlik Sense,8.236734694,2,2,,,
Large/Enterprise-Wide Implementations,Performance Satisfaction,21,6.857566491,QlikView,7.765517241,4,2,,,
Large/Enterprise-Wide Implementations,Performance Satisfaction,21,6.857566491,SAP Analytics Cloud,5.863829787,7,2,,,
Large/Enterprise-Wide Implementations,Performance Satisfaction,21,6.857566491,SAP BO BI,5.68,8,2,,,
Large/Enterprise-Wide Implementations,Performance Satisfaction,21,6.857566491,Tableau,6.2875,6,2,,,
Large/Enterprise-Wide Implementations,Sales Experience,22,4.828757819,IBM Cog. Analytics,3.075168734,8,2,,,
Large/Enterprise-Wide Implementations,Sales Experience,22,4.828757819,IBM Plan. Analytics,7.007978888,3,2,,,
Large/Enterprise-Wide Implementations,Sales Experience,22,4.828757819,MicroStrategy,7.352783179,2,2,,,
Large/Enterprise-Wide Implementations,Sales Experience,22,4.828757819,Oracle Analytics Cloud,5.832793848,4,2,,,
Large/Enterprise-Wide Implementations,Sales Experience,22,4.828757819,Pyramid,8.107511391,1,2,,,
Large/Enterprise-Wide Implementations,Sales Experience,22,4.828757819,Qlik Sense,5.374001608,5,2,,,
Large/Enterprise-Wide Implementations,Sales Experience,22,4.828757819,QlikView,2.564359421,9,2,,,
Large/Enterprise-Wide Implementations,Sales Experience,22,4.828757819,SAP Analytics Cloud,3.721650566,7,2,,,
Large/Enterprise-Wide Implementations,Sales Experience,22,4.828757819,SAP BO BI,1,10,2,,,
Large/Enterprise-Wide Implementations,Sales Experience,22,4.828757819,Tableau,4.251330551,6,2,,,
Large/Enterprise-Wide Implementations,Innovation,23,5.348437916,IBM Cog. Analytics,5.387586152,6,1,,,
Large/Enterprise-Wide Implementations,Innovation,23,5.348437916,IBM Plan. Analytics,4.534468609,7,1,,,
Large/Enterprise-Wide Implementations,Innovation,23,5.348437916,MicroStrategy,6.779200476,1,1,,,
Large/Enterprise-Wide Implementations,Innovation,23,5.348437916,Oracle Analytics Cloud,6.474198001,3,1,,,
Large/Enterprise-Wide Implementations,Innovation,23,5.348437916,Pyramid,6.205504071,5,1,,,
Large/Enterprise-Wide Implementations,Innovation,23,5.348437916,Qlik Sense,4.360776939,8,1,,,
Large/Enterprise-Wide Implementations,Innovation,23,5.348437916,QlikView,3.826260954,9,1,,,
Large/Enterprise-Wide Implementations,Innovation,23,5.348437916,SAP Analytics Cloud,6.377042723,4,1,,,
Large/Enterprise-Wide Implementations,Innovation,23,5.348437916,SAP BO BI,2.898508136,10,1,,,
Large/Enterprise-Wide Implementations,Innovation,23,5.348437916,Tableau,6.640833097,2,1,,,
Large/Enterprise-Wide Implementations,Cloud BI,24,4.658383243,IBM Cog. Analytics,7.707608696,3,2,,,
Large/Enterprise-Wide Implementations,Cloud BI,24,4.658383243,IBM Plan. Analytics,2.122122762,8,2,,,
Large/Enterprise-Wide Implementations,Cloud BI,24,4.658383243,MicroStrategy,3.397276636,7,2,,,
Large/Enterprise-Wide Implementations,Cloud BI,24,4.658383243,Oracle Analytics Cloud,7.948913043,2,2,,,
Large/Enterprise-Wide Implementations,Cloud BI,24,4.658383243,Pyramid,4.524247492,5,2,,,
Large/Enterprise-Wide Implementations,Cloud BI,24,4.658383243,Qlik Sense,3.591164095,6,2,,,
Large/Enterprise-Wide Implementations,Cloud BI,24,4.658383243,QlikView,1.595952024,9,2,,,
Large/Enterprise-Wide Implementations,Cloud BI,24,4.658383243,SAP Analytics Cloud,8.0256917,1,2,,,
Large/Enterprise-Wide Implementations,Cloud BI,24,4.658383243,SAP BO BI,1.290421196,10,2,,,
Large/Enterprise-Wide Implementations,Cloud BI,24,4.658383243,Tableau,6.380434783,4,2,,,
Large/Enterprise-Wide Implementations,Data Preparation,25,3.954086179,IBM Cog. Analytics,2.91988417,8,2,,,
Large/Enterprise-Wide Implementations,Data Preparation,25,3.954086179,IBM Plan. Analytics,5.304054054,3,2,,,
Large/Enterprise-Wide Implementations,Data Preparation,25,3.954086179,MicroStrategy,5.828247602,2,2,,,
Large/Enterprise-Wide Implementations,Data Preparation,25,3.954086179,Oracle Analytics Cloud,4.049227799,5,2,,,
Large/Enterprise-Wide Implementations,Data Preparation,25,3.954086179,Pyramid,6.621621622,1,2,,,
Large/Enterprise-Wide Implementations,Data Preparation,25,3.954086179,Qlik Sense,3.602195946,6,2,,,
Large/Enterprise-Wide Implementations,Data Preparation,25,3.954086179,QlikView,3.280903855,7,2,,,
Large/Enterprise-Wide Implementations,Data Preparation,25,3.954086179,SAP Analytics Cloud,2.054054054,9,2,,,
Large/Enterprise-Wide Implementations,Data Preparation,25,3.954086179,SAP BO BI,1.663034002,10,2,,,
Large/Enterprise-Wide Implementations,Data Preparation,25,3.954086179,Tableau,4.217638691,4,2,,,
Large/Enterprise-Wide Implementations,Visual Analysis,26,6.342458638,IBM Cog. Analytics,4.533057851,8,2,,,
Large/Enterprise-Wide Implementations,Visual Analysis,26,6.342458638,IBM Plan. Analytics,4.991046832,7,2,,,
Large/Enterprise-Wide Implementations,Visual Analysis,26,6.342458638,MicroStrategy,10,1,2,,,
Large/Enterprise-Wide Implementations,Visual Analysis,26,6.342458638,Oracle Analytics Cloud,1,10,2,,,
Large/Enterprise-Wide Implementations,Visual Analysis,26,6.342458638,Pyramid,9.243801653,3,2,,,
Large/Enterprise-Wide Implementations,Visual Analysis,26,6.342458638,Qlik Sense,7.947157526,4,2,,,
Large/Enterprise-Wide Implementations,Visual Analysis,26,6.342458638,QlikView,7.006198347,5,2,,,
Large/Enterprise-Wide Implementations,Visual Analysis,26,6.342458638,SAP Analytics Cloud,3.656057675,9,2,,,
Large/Enterprise-Wide Implementations,Visual Analysis,26,6.342458638,SAP BO BI,5.064916022,6,2,,,
Large/Enterprise-Wide Implementations,Visual Analysis,26,6.342458638,Tableau,9.982350469,2,2,,,
Large/Enterprise-Wide Implementations,Visual Design Standards,27,5.712704372,IBM Cog. Analytics,4.252299606,8,2,,,
Large/Enterprise-Wide Implementations,Visual Design Standards,27,5.712704372,IBM Plan. Analytics,8.095926413,3,2,,,
Large/Enterprise-Wide Implementations,Visual Design Standards,27,5.712704372,MicroStrategy,5.777923784,5,2,,,
Large/Enterprise-Wide Implementations,Visual Design Standards,27,5.712704372,Oracle Analytics Cloud,8.848524668,2,2,,,
Large/Enterprise-Wide Implementations,Visual Design Standards,27,5.712704372,Pyramid,1,10,2,,,
Large/Enterprise-Wide Implementations,Visual Design Standards,27,5.712704372,Qlik Sense,2.837908868,9,2,,,
Large/Enterprise-Wide Implementations,Visual Design Standards,27,5.712704372,QlikView,4.784494087,7,2,,,
Large/Enterprise-Wide Implementations,Visual Design Standards,27,5.712704372,SAP Analytics Cloud,9.751642576,1,2,,,
Large/Enterprise-Wide Implementations,Visual Design Standards,27,5.712704372,SAP BO BI,4.94218134,6,2,,,
Large/Enterprise-Wide Implementations,Visual Design Standards,27,5.712704372,Tableau,6.836142376,4,2,,,
Large/Enterprise-Wide Implementations,Location Intelligence,28,5.820075329,IBM Cog. Analytics,5.095808383,6,2,,,
Large/Enterprise-Wide Implementations,Location Intelligence,28,5.820075329,IBM Plan. Analytics,4.683691441,7,2,,,
Large/Enterprise-Wide Implementations,Location Intelligence,28,5.820075329,MicroStrategy,9.51262692,2,2,,,
Large/Enterprise-Wide Implementations,Location Intelligence,28,5.820075329,Oracle Analytics Cloud,3.694610778,9,2,,,
Large/Enterprise-Wide Implementations,Location Intelligence,28,5.820075329,Pyramid,8.12239521,3,2,,,
Large/Enterprise-Wide Implementations,Location Intelligence,28,5.820075329,Qlik Sense,5.125621098,5,2,,,
Large/Enterprise-Wide Implementations,Location Intelligence,28,5.820075329,QlikView,4.226099525,8,2,,,
Large/Enterprise-Wide Implementations,Location Intelligence,28,5.820075329,SAP Analytics Cloud,6.586444133,4,2,,,
Large/Enterprise-Wide Implementations,Location Intelligence,28,5.820075329,SAP BO BI,1.1534558,10,2,,,
Large/Enterprise-Wide Implementations,Location Intelligence,28,5.820075329,Tableau,10,1,2,,,
Large/Enterprise-Wide Implementations,Mobile BI,29,5.782448892,IBM Cog. Analytics,9.289270386,1,2,,,
Large/Enterprise-Wide Implementations,Mobile BI,29,5.782448892,IBM Plan. Analytics,3.78111588,9,2,,,
Large/Enterprise-Wide Implementations,Mobile BI,29,5.782448892,MicroStrategy,9.018070928,2,2,,,
Large/Enterprise-Wide Implementations,Mobile BI,29,5.782448892,Oracle Analytics Cloud,8.477007971,3,2,,,
Large/Enterprise-Wide Implementations,Mobile BI,29,5.782448892,Pyramid,5.409871245,5,2,,,
Large/Enterprise-Wide Implementations,Mobile BI,29,5.782448892,Qlik Sense,4.048594767,7,2,,,
Large/Enterprise-Wide Implementations,Mobile BI,29,5.782448892,QlikView,4.812820158,6,2,,,
Large/Enterprise-Wide Implementations,Mobile BI,29,5.782448892,SAP Analytics Cloud,7.9527897,4,2,,,
Large/Enterprise-Wide Implementations,Mobile BI,29,5.782448892,SAP BO BI,1,10,2,,,
Large/Enterprise-Wide Implementations,Mobile BI,29,5.782448892,Tableau,4.034947885,8,2,,,
Large/Enterprise-Wide Implementations,Operational BI,30,5.220045266,IBM Cog. Analytics,4.486341245,7,2,,,
Large/Enterprise-Wide Implementations,Operational BI,30,5.220045266,IBM Plan. Analytics,2.763322884,9,2,,,
Large/Enterprise-Wide Implementations,Operational BI,30,5.220045266,MicroStrategy,6.441539385,4,2,,,
Large/Enterprise-Wide Implementations,Operational BI,30,5.220045266,Oracle Analytics Cloud,7.932377967,2,2,,,
Large/Enterprise-Wide Implementations,Operational BI,30,5.220045266,Pyramid,8.020737883,1,2,,,
Large/Enterprise-Wide Implementations,Operational BI,30,5.220045266,Qlik Sense,3.768416928,8,2,,,
Large/Enterprise-Wide Implementations,Operational BI,30,5.220045266,QlikView,1.077358681,10,2,,,
Large/Enterprise-Wide Implementations,Operational BI,30,5.220045266,SAP Analytics Cloud,6.612619222,3,2,,,
Large/Enterprise-Wide Implementations,Operational BI,30,5.220045266,SAP BO BI,5.175548589,6,2,,,
Large/Enterprise-Wide Implementations,Operational BI,30,5.220045266,Tableau,5.922189879,5,2,,,
Large/Enterprise-Wide Implementations,Embedded BI,31,n/a,IBM Cog. Analytics,n/a,n/a,2,,,
Large/Enterprise-Wide Implementations,Embedded BI,31,n/a,IBM Plan. Analytics,n/a,n/a,2,,,
Large/Enterprise-Wide Implementations,Embedded BI,31,n/a,MicroStrategy,n/a,n/a,2,,,
Large/Enterprise-Wide Implementations,Embedded BI,31,n/a,Oracle Analytics Cloud,n/a,n/a,2,,,
Large/Enterprise-Wide Implementations,Embedded BI,31,n/a,Pyramid,n/a,n/a,2,,,
Large/Enterprise-Wide Implementations,Embedded BI,31,n/a,Qlik Sense,n/a,n/a,2,,,
Large/Enterprise-Wide Implementations,Embedded BI,31,n/a,QlikView,n/a,n/a,2,,,
Large/Enterprise-Wide Implementations,Embedded BI,31,n/a,SAP Analytics Cloud,n/a,n/a,2,,,
Large/Enterprise-Wide Implementations,Embedded BI,31,n/a,SAP BO BI,n/a,n/a,2,,,
Large/Enterprise-Wide Implementations,Embedded BI,31,n/a,Tableau,n/a,n/a,2,,,
Large/Enterprise-Wide Implementations,Competitiveness,32,5.016417866,IBM Cog. Analytics,2.935600797,10,1,,,
Large/Enterprise-Wide Implementations,Competitiveness,32,5.016417866,IBM Plan. Analytics,5.067306727,6,1,,,
Large/Enterprise-Wide Implementations,Competitiveness,32,5.016417866,MicroStrategy,5.923137607,3,1,,,
Large/Enterprise-Wide Implementations,Competitiveness,32,5.016417866,Oracle Analytics Cloud,3.600797431,9,1,,,
Large/Enterprise-Wide Implementations,Competitiveness,32,5.016417866,Pyramid,3.637186875,8,1,,,
Large/Enterprise-Wide Implementations,Competitiveness,32,5.016417866,Qlik Sense,6.247221816,2,1,,,
Large/Enterprise-Wide Implementations,Competitiveness,32,5.016417866,QlikView,5.043665035,7,1,,,
Large/Enterprise-Wide Implementations,Competitiveness,32,5.016417866,SAP Analytics Cloud,5.898025963,4,1,,,
Large/Enterprise-Wide Implementations,Competitiveness,32,5.016417866,SAP BO BI,6.722419187,1,1,,,
Large/Enterprise-Wide Implementations,Competitiveness,32,5.016417866,Tableau,5.088817222,5,1,,,
Large/Enterprise-Wide Implementations,Considered for Purchase,33,5.893874373,IBM Cog. Analytics,5.839001994,5,2,,,
Large/Enterprise-Wide Implementations,Considered for Purchase,33,5.893874373,IBM Plan. Analytics,3.636984232,8,2,,,
Large/Enterprise-Wide Implementations,Considered for Purchase,33,5.893874373,MicroStrategy,3.854467468,7,2,,,
Large/Enterprise-Wide Implementations,Considered for Purchase,33,5.893874373,Oracle Analytics Cloud,2.332084818,9,2,,,
Large/Enterprise-Wide Implementations,Considered for Purchase,33,5.893874373,Pyramid,1.48933728,10,2,,,
Large/Enterprise-Wide Implementations,Considered for Purchase,33,5.893874373,Qlik Sense,7.714794901,4,2,,,
Large/Enterprise-Wide Implementations,Considered for Purchase,33,5.893874373,QlikView,9.808071045,2,2,,,
Large/Enterprise-Wide Implementations,Considered for Purchase,33,5.893874373,SAP Analytics Cloud,5.730260376,6,2,,,
Large/Enterprise-Wide Implementations,Considered for Purchase,33,5.893874373,SAP BO BI,8.611913248,3,2,,,
Large/Enterprise-Wide Implementations,Considered for Purchase,33,5.893874373,Tableau,9.921828369,1,2,,,
Large/Enterprise-Wide Implementations,Competitive Win Rate,34,4.431446861,IBM Cog. Analytics,1,10,2,,,
Large/Enterprise-Wide Implementations,Competitive Win Rate,34,4.431446861,IBM Plan. Analytics,6.020855057,2,2,,,
Large/Enterprise-Wide Implementations,Competitive Win Rate,34,4.431446861,MicroStrategy,7.302251034,1,2,,,
Large/Enterprise-Wide Implementations,Competitive Win Rate,34,4.431446861,Oracle Analytics Cloud,4.446605839,7,2,,,
Large/Enterprise-Wide Implementations,Competitive Win Rate,34,4.431446861,Pyramid,5.069086605,6,2,,,
Large/Enterprise-Wide Implementations,Competitive Win Rate,34,4.431446861,Qlik Sense,5.268839759,5,2,,,
Large/Enterprise-Wide Implementations,Competitive Win Rate,34,4.431446861,QlikView,1.867394361,8,2,,,
Large/Enterprise-Wide Implementations,Competitive Win Rate,34,4.431446861,SAP Analytics Cloud,6.009869688,3,2,,,
Large/Enterprise-Wide Implementations,Competitive Win Rate,34,4.431446861,SAP BO BI,5.46275648,4,2,,,
Large/Enterprise-Wide Implementations,Competitive Win Rate,34,4.431446861,Tableau,1.86680979,9,2,,,
International BI Giants,Business Value,1,5.067966173,IBM Cog. Analytics,2.725140532,12,1,,,
International BI Giants,Business Value,1,5.067966173,IBM Plan. Analytics,7.281392572,2,1,,,
International BI Giants,Business Value,1,5.067966173,Looker,7.66019465,1,1,,,
International BI Giants,Business Value,1,5.067966173,Microsoft Excel,2.91603186,11,1,,,
International BI Giants,Business Value,1,5.067966173,Microsoft Power BI,4.740416218,7,1,,,
International BI Giants,Business Value,1,5.067966173,MicroStrategy,6.868556576,3,1,,,
International BI Giants,Business Value,1,5.067966173,Oracle Analytics Cloud,6.111521759,5,1,,,
International BI Giants,Business Value,1,5.067966173,Qlik Sense,6.226407411,4,1,,,
International BI Giants,Business Value,1,5.067966173,QlikView,4.74553353,6,1,,,
International BI Giants,Business Value,1,5.067966173,SAP Analytics Cloud,3.892258549,9,1,,,
International BI Giants,Business Value,1,5.067966173,SAP BO BI,3.062182262,10,1,,,
International BI Giants,Business Value,1,5.067966173,Tableau,4.585958152,8,1,,,
International BI Giants,Business Benefits,2,5.586974426,IBM Cog. Analytics,4.208901753,9,2,,,
International BI Giants,Business Benefits,2,5.586974426,IBM Plan. Analytics,8.403236138,4,2,,,
International BI Giants,Business Benefits,2,5.586974426,Looker,9.282630667,1,2,,,
International BI Giants,Business Benefits,2,5.586974426,Microsoft Excel,1,12,2,,,
International BI Giants,Business Benefits,2,5.586974426,Microsoft Power BI,4.657367998,7,2,,,
International BI Giants,Business Benefits,2,5.586974426,MicroStrategy,9.036133716,2,2,,,
International BI Giants,Business Benefits,2,5.586974426,Oracle Analytics Cloud,8.504890287,3,2,,,
International BI Giants,Business Benefits,2,5.586974426,Qlik Sense,6.667829674,5,2,,,
International BI Giants,Business Benefits,2,5.586974426,QlikView,5.916999217,6,2,,,
International BI Giants,Business Benefits,2,5.586974426,SAP Analytics Cloud,3.515105062,10,2,,,
International BI Giants,Business Benefits,2,5.586974426,SAP BO BI,1.348905075,11,2,,,
International BI Giants,Business Benefits,2,5.586974426,Tableau,4.50169353,8,2,,,
International BI Giants,Project Success,3,4.566258764,IBM Cog. Analytics,1,12,2,,,
International BI Giants,Project Success,3,4.566258764,IBM Plan. Analytics,8.739323509,1,2,,,
International BI Giants,Project Success,3,4.566258764,Looker,4.438600813,9,2,,,
International BI Giants,Project Success,3,4.566258764,Microsoft Excel,2.983727764,11,2,,,
International BI Giants,Project Success,3,4.566258764,Microsoft Power BI,5.100784273,4,2,,,
International BI Giants,Project Success,3,4.566258764,MicroStrategy,5.568710534,2,2,,,
International BI Giants,Project Success,3,4.566258764,Oracle Analytics Cloud,4.658085971,5,2,,,
International BI Giants,Project Success,3,4.566258764,Qlik Sense,5.379143742,3,2,,,
International BI Giants,Project Success,3,4.566258764,QlikView,3.343535077,10,2,,,
International BI Giants,Project Success,3,4.566258764,SAP Analytics Cloud,4.438600813,8,2,,,
International BI Giants,Project Success,3,4.566258764,SAP BO BI,4.564545873,7,2,,,
International BI Giants,Project Success,3,4.566258764,Tableau,4.580046804,6,2,,,
International BI Giants,Project Length,4,4.514356228,IBM Cog. Analytics,1.724137931,11,2,,,
International BI Giants,Project Length,4,4.514356228,IBM Plan. Analytics,1,12,2,,,
International BI Giants,Project Length,4,4.514356228,Looker,9.236074271,1,2,,,
International BI Giants,Project Length,4,4.514356228,Microsoft Excel,8.528735632,2,2,,,
International BI Giants,Project Length,4,4.514356228,Microsoft Power BI,4.268824771,6,2,,,
International BI Giants,Project Length,4,4.514356228,MicroStrategy,2.965517241,9,2,,,
International BI Giants,Project Length,4,4.514356228,Oracle Analytics Cloud,1.838287753,10,2,,,
International BI Giants,Project Length,4,4.514356228,Qlik Sense,6.596667958,3,2,,,
International BI Giants,Project Length,4,4.514356228,QlikView,4.035133377,7,2,,,
International BI Giants,Project Length,4,4.514356228,SAP Analytics Cloud,3.931034483,8,2,,,
International BI Giants,Project Length,4,4.514356228,SAP BO BI,5.197286603,4,2,,,
International BI Giants,Project Length,4,4.514356228,Tableau,4.850574713,5,2,,,
International BI Giants,Customer Satisfaction,5,4.841593343,IBM Cog. Analytics,1.792727118,12,1,,,
International BI Giants,Customer Satisfaction,5,4.841593343,IBM Plan. Analytics,6.881648633,3,1,,,
International BI Giants,Customer Satisfaction,5,4.841593343,Looker,7.794724119,1,1,,,
International BI Giants,Customer Satisfaction,5,4.841593343,Microsoft Excel,3.059846603,10,1,,,
International BI Giants,Customer Satisfaction,5,4.841593343,Microsoft Power BI,5.247414784,5,1,,,
International BI Giants,Customer Satisfaction,5,4.841593343,MicroStrategy,6.000244425,4,1,,,
International BI Giants,Customer Satisfaction,5,4.841593343,Oracle Analytics Cloud,7.127116295,2,1,,,
International BI Giants,Customer Satisfaction,5,4.841593343,Qlik Sense,5.237966378,6,1,,,
International BI Giants,Customer Satisfaction,5,4.841593343,QlikView,4.21958081,7,1,,,
International BI Giants,Customer Satisfaction,5,4.841593343,SAP Analytics Cloud,4.015076253,8,1,,,
International BI Giants,Customer Satisfaction,5,4.841593343,SAP BO BI,3.010254602,11,1,,,
International BI Giants,Customer Satisfaction,5,4.841593343,Tableau,3.712520098,9,1,,,
International BI Giants,Price to Value,6,4.913847662,IBM Cog. Analytics,1,12,2,,,
International BI Giants,Price to Value,6,4.913847662,IBM Plan. Analytics,5.579881657,7,2,,,
International BI Giants,Price to Value,6,4.913847662,Looker,5.846153846,5,2,,,
International BI Giants,Price to Value,6,4.913847662,Microsoft Excel,6.911242604,2,2,,,
International BI Giants,Price to Value,6,4.913847662,Microsoft Power BI,6.89972813,3,2,,,
International BI Giants,Price to Value,6,4.913847662,MicroStrategy,6.145336081,4,2,,,
International BI Giants,Price to Value,6,4.913847662,Oracle Analytics Cloud,7.592899408,1,2,,,
International BI Giants,Price to Value,6,4.913847662,Qlik Sense,5.615197758,6,2,,,
International BI Giants,Price to Value,6,4.913847662,QlikView,5.521021489,8,2,,,
International BI Giants,Price to Value,6,4.913847662,SAP Analytics Cloud,2.953846154,9,2,,,
International BI Giants,Price to Value,6,4.913847662,SAP BO BI,2.775421029,10,2,,,
International BI Giants,Price to Value,6,4.913847662,Tableau,2.125443787,11,2,,,
International BI Giants,Recommendation,7,4.153819878,IBM Cog. Analytics,1.751376147,11,2,,,
International BI Giants,Recommendation,7,4.153819878,IBM Plan. Analytics,7.440366972,2,2,,,
International BI Giants,Recommendation,7,4.153819878,Looker,7.929357798,1,2,,,
International BI Giants,Recommendation,7,4.153819878,Microsoft Excel,1,12,2,,,
International BI Giants,Recommendation,7,4.153819878,Microsoft Power BI,4.604649838,6,2,,,
International BI Giants,Recommendation,7,4.153819878,MicroStrategy,5.402001668,5,2,,,
International BI Giants,Recommendation,7,4.153819878,Oracle Analytics Cloud,5.996836444,3,2,,,
International BI Giants,Recommendation,7,4.153819878,Qlik Sense,5.956556935,4,2,,,
International BI Giants,Recommendation,7,4.153819878,QlikView,2.871559633,8,2,,,
International BI Giants,Recommendation,7,4.153819878,SAP Analytics Cloud,2.913124883,7,2,,,
International BI Giants,Recommendation,7,4.153819878,SAP BO BI,1.853211009,10,2,,,
International BI Giants,Recommendation,7,4.153819878,Tableau,2.126797207,9,2,,,
International BI Giants,Vendor Support,8,4.191348141,IBM Cog. Analytics,1,12,2,,,
International BI Giants,Vendor Support,8,4.191348141,IBM Plan. Analytics,3.469947525,9,2,,,
International BI Giants,Vendor Support,8,4.191348141,Looker,9.225562737,1,2,,,
International BI Giants,Vendor Support,8,4.191348141,Microsoft Excel,1.651606864,10,2,,,
International BI Giants,Vendor Support,8,4.191348141,Microsoft Power BI,3.967907288,5,2,,,
International BI Giants,Vendor Support,8,4.191348141,MicroStrategy,6.546112425,3,2,,,
International BI Giants,Vendor Support,8,4.191348141,Oracle Analytics Cloud,7.606284823,2,2,,,
International BI Giants,Vendor Support,8,4.191348141,Qlik Sense,3.560588924,8,2,,,
International BI Giants,Vendor Support,8,4.191348141,QlikView,3.631586675,7,2,,,
International BI Giants,Vendor Support,8,4.191348141,SAP Analytics Cloud,3.737371793,6,2,,,
International BI Giants,Vendor Support,8,4.191348141,SAP BO BI,1.582304435,11,2,,,
International BI Giants,Vendor Support,8,4.191348141,Tableau,4.316904202,4,2,,,
International BI Giants,Implementer Support,9,5.646527928,IBM Cog. Analytics,3.419532325,12,2,,,
International BI Giants,Implementer Support,9,5.646527928,IBM Plan. Analytics,8.390646492,3,2,,,
International BI Giants,Implementer Support,9,5.646527928,Looker,8.543111562,2,2,,,
International BI Giants,Implementer Support,9,5.646527928,Microsoft Excel,3.924690509,11,2,,,
International BI Giants,Implementer Support,9,5.646527928,Microsoft Power BI,5.24661348,6,2,,,
International BI Giants,Implementer Support,9,5.646527928,MicroStrategy,5.693591994,4,2,,,
International BI Giants,Implementer Support,9,5.646527928,Oracle Analytics Cloud,8.917344004,1,2,,,
International BI Giants,Implementer Support,9,5.646527928,Qlik Sense,4.528198074,9,2,,,
International BI Giants,Implementer Support,9,5.646527928,QlikView,4.545754658,8,2,,,
International BI Giants,Implementer Support,9,5.646527928,SAP Analytics Cloud,5.367860774,5,2,,,
International BI Giants,Implementer Support,9,5.646527928,SAP BO BI,4.652793185,7,2,,,
International BI Giants,Implementer Support,9,5.646527928,Tableau,4.528198074,9,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,IBM Cog. Analytics,1,12,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,IBM Plan. Analytics,8.493542421,1,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,Looker,6.987924094,2,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,Microsoft Excel,2.409194388,11,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,Microsoft Power BI,5.839958309,6,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,MicroStrategy,6.666627548,3,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,Oracle Analytics Cloud,5.192242866,7,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,Qlik Sense,6.524879072,4,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,QlikView,5.038905262,8,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,SAP Analytics Cloud,4.977761087,9,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,SAP BO BI,3.94479586,10,2,,,
International BI Giants,Product Satisfaction,10,5.243842549,Tableau,5.85027968,5,2,,,
International BI Giants,Functionality,11,5.653644943,IBM Cog. Analytics,4.96511724,9,1,,,
International BI Giants,Functionality,11,5.653644943,IBM Plan. Analytics,6.060409016,6,1,,,
International BI Giants,Functionality,11,5.653644943,Looker,5.625654237,7,1,,,
International BI Giants,Functionality,11,5.653644943,Microsoft Excel,1.969099349,12,1,,,
International BI Giants,Functionality,11,5.653644943,Microsoft Power BI,6.131627067,5,1,,,
International BI Giants,Functionality,11,5.653644943,MicroStrategy,8.19608393,1,1,,,
International BI Giants,Functionality,11,5.653644943,Oracle Analytics Cloud,7.879150683,2,1,,,
International BI Giants,Functionality,11,5.653644943,Qlik Sense,6.47671052,4,1,,,
International BI Giants,Functionality,11,5.653644943,QlikView,4.614977597,10,1,,,
International BI Giants,Functionality,11,5.653644943,SAP Analytics Cloud,5.462195372,8,1,,,
International BI Giants,Functionality,11,5.653644943,SAP BO BI,3.690890922,11,1,,,
International BI Giants,Functionality,11,5.653644943,Tableau,6.771823382,3,1,,,
International BI Giants,Dashboards,12,6.136756605,IBM Cog. Analytics,4.325260904,10,2,,,
International BI Giants,Dashboards,12,6.136756605,IBM Plan. Analytics,5.458255285,8,2,,,
International BI Giants,Dashboards,12,6.136756605,Looker,6.30800107,7,2,,,
