Peer,vendor,KPI,value
Dashboarding-focused Products,SAP Analytics Cloud,Price to Value,4.150655022
Dashboarding-focused Products,SAS Visual Analytics,Price to Value,4.489956332
Dashboarding-focused Products,Tableau,Price to Value,3.479509573
Dashboarding-focused Products,TARGIT,Price to Value,7.415360904
Dashboarding-focused Products,Zoho Analytics,Price to Value,6.175057796
Dashboarding-focused Products,Peer Group Average,Price to Value,6.475425152
Dashboarding-focused Products,Cubeware,Recommendation,1
Dashboarding-focused Products,DigDash,Recommendation,8.089858793
Dashboarding-focused Products,Domo,Recommendation,6.132319542
Dashboarding-focused Products,Dundas,Recommendation,6.795892169
Dashboarding-focused Products,Entrinsik,Recommendation,8.952503209
Dashboarding-focused Products,Logi Analytics ,Recommendation,3.83055199
Dashboarding-focused Products,Microsoft Power BI,Recommendation,5.409499358
Dashboarding-focused Products,Phocas,Recommendation,10
Dashboarding-focused Products,Pyramid ,Recommendation,9.260590501
Dashboarding-focused Products,QlikView,Recommendation,5.652628486
Dashboarding-focused Products,Report One,Recommendation,6.436456996
Dashboarding-focused Products,SAP Analytics Cloud,Recommendation,2.023816677
Dashboarding-focused Products,SAS Visual Analytics,Recommendation,2.48267009
Dashboarding-focused Products,Tableau,Recommendation,4.187897424
Dashboarding-focused Products,TARGIT,Recommendation,7.249915546
Dashboarding-focused Products,Zoho Analytics,Recommendation,3.497545873
Dashboarding-focused Products,Peer Group Average,Recommendation,5.687634166
Dashboarding-focused Products,Cubeware,Vendor Support,1
Dashboarding-focused Products,DigDash,Vendor Support,8.353165419
Dashboarding-focused Products,Domo,Vendor Support,5.582709326
Dashboarding-focused Products,Dundas,Vendor Support,8.353165419
Dashboarding-focused Products,Entrinsik,Vendor Support,9.743728104
Dashboarding-focused Products,Logi Analytics ,Vendor Support,8.043311777
Dashboarding-focused Products,Microsoft Power BI,Vendor Support,6.10274341
Dashboarding-focused Products,Phocas,Vendor Support,9.915452689
Dashboarding-focused Products,Pyramid ,Vendor Support,9.290537781
Dashboarding-focused Products,QlikView,Vendor Support,4.617187644
Dashboarding-focused Products,Report One,Vendor Support,3.654208481
Dashboarding-focused Products,SAP Analytics Cloud,Vendor Support,5.551010744
Dashboarding-focused Products,SAS Visual Analytics,Vendor Support,7.509530293
Dashboarding-focused Products,Tableau,Vendor Support,6.499251191
Dashboarding-focused Products,TARGIT,Vendor Support,8.419444273
Dashboarding-focused Products,Zoho Analytics,Vendor Support,3.560135269
Dashboarding-focused Products,Peer Group Average,Vendor Support,6.637223864
Dashboarding-focused Products,Cubeware,Implementer Support,2.459459459
Dashboarding-focused Products,DigDash,Implementer Support,6.428165007
Dashboarding-focused Products,Domo,Implementer Support,4.287977633
Dashboarding-focused Products,Dundas,Implementer Support,7.683901293
Dashboarding-focused Products,Entrinsik,Implementer Support,8.722972973
Dashboarding-focused Products,Logi Analytics ,Implementer Support,4.315315315
Dashboarding-focused Products,Microsoft Power BI,Implementer Support,4.437364372
Dashboarding-focused Products,Phocas,Implementer Support,9.314496314
Dashboarding-focused Products,Pyramid ,Implementer Support,7.810810811
Dashboarding-focused Products,QlikView,Implementer Support,5.725868726
Dashboarding-focused Products,Report One,Implementer Support,1.425675676
Dashboarding-focused Products,SAP Analytics Cloud,Implementer Support,5.706473916
Dashboarding-focused Products,SAS Visual Analytics,Implementer Support,4.243243243
Dashboarding-focused Products,Tableau,Implementer Support,4.456232352
Dashboarding-focused Products,TARGIT,Implementer Support,6.594594595
Dashboarding-focused Products,Zoho Analytics,Implementer Support,1
Dashboarding-focused Products,Peer Group Average,Implementer Support,5.28828448
Dashboarding-focused Products,Cubeware,Product Satisfaction,1
Dashboarding-focused Products,DigDash,Product Satisfaction,7.876106195
Dashboarding-focused Products,Domo,Product Satisfaction,8.008527104
Dashboarding-focused Products,Dundas,Product Satisfaction,8.971588263
Dashboarding-focused Products,Entrinsik,Product Satisfaction,9.306939916
Dashboarding-focused Products,Logi Analytics ,Product Satisfaction,6.428504891
Dashboarding-focused Products,Microsoft Power BI,Product Satisfaction,7.937587331
Dashboarding-focused Products,Phocas,Product Satisfaction,10
Dashboarding-focused Products,Pyramid ,Product Satisfaction,8.837447601
Dashboarding-focused Products,QlikView,Product Satisfaction,7.387528826
Dashboarding-focused Products,Report One,Product Satisfaction,6.537183667
Dashboarding-focused Products,SAP Analytics Cloud,Product Satisfaction,5.541963551
Dashboarding-focused Products,SAS Visual Analytics,Product Satisfaction,6.154634374
Dashboarding-focused Products,Tableau,Product Satisfaction,7.479403386
Dashboarding-focused Products,TARGIT,Product Satisfaction,8.395018753
Dashboarding-focused Products,Zoho Analytics,Product Satisfaction,7.498671196
Dashboarding-focused Products,Peer Group Average,Product Satisfaction,7.335069066
Dashboarding-focused Products,Cubeware,Customer Satisfaction,2.117010626
Dashboarding-focused Products,DigDash,Customer Satisfaction,7.645984211
Dashboarding-focused Products,Domo,Customer Satisfaction,5.885200307
Dashboarding-focused Products,Dundas,Customer Satisfaction,7.963418957
Dashboarding-focused Products,Entrinsik,Customer Satisfaction,9.260647049
Dashboarding-focused Products,Logi Analytics ,Customer Satisfaction,5.42873363
Dashboarding-focused Products,Microsoft Power BI,Customer Satisfaction,6.069924118
Dashboarding-focused Products,Phocas,Customer Satisfaction,9.612321281
Dashboarding-focused Products,Pyramid ,Customer Satisfaction,8.667638285
Dashboarding-focused Products,QlikView,Customer Satisfaction,5.693911109
Dashboarding-focused Products,Report One,Customer Satisfaction,4.338935357
Dashboarding-focused Products,SAP Analytics Cloud,Customer Satisfaction,4.473177534
Dashboarding-focused Products,SAS Visual Analytics,Customer Satisfaction,4.707165166
Dashboarding-focused Products,Tableau,Customer Satisfaction,5.070726469
Dashboarding-focused Products,TARGIT,Customer Satisfaction,7.499431524
Dashboarding-focused Products,Zoho Analytics,Customer Satisfaction,3.996697179
Dashboarding-focused Products,Peer Group Average,Customer Satisfaction,6.151932675
Dashboarding-focused Products,Cubeware,Dashboards,2.710764122
Dashboarding-focused Products,DigDash,Dashboards,7.985036987
Dashboarding-focused Products,Domo,Dashboards,8.294371735
Dashboarding-focused Products,Dundas,Dashboards,8.504521949
Dashboarding-focused Products,Entrinsik,Dashboards,8.182246133
Dashboarding-focused Products,Logi Analytics ,Dashboards,6.368243527
Dashboarding-focused Products,Microsoft Power BI,Dashboards,7.410558171
Dashboarding-focused Products,Phocas,Dashboards,10
Dashboarding-focused Products,Pyramid ,Dashboards,9.536987223
Dashboarding-focused Products,QlikView,Dashboards,7.281426986
Dashboarding-focused Products,Report One,Dashboards,5.374159381
Dashboarding-focused Products,SAP Analytics Cloud,Dashboards,6.367046316
Dashboarding-focused Products,SAS Visual Analytics,Dashboards,6.78463349
Dashboarding-focused Products,Tableau,Dashboards,8.299260256
Dashboarding-focused Products,TARGIT,Dashboards,7.893427247
Dashboarding-focused Products,Zoho Analytics,Dashboards,7.324815064
Dashboarding-focused Products,Peer Group Average,Dashboards,7.394843662
Dashboarding-focused Products,Cubeware,Distribution of Reports,6.842454175
Dashboarding-focused Products,DigDash,Distribution of Reports,5.281444743
Dashboarding-focused Products,Domo,Distribution of Reports,7.964354925
Dashboarding-focused Products,Dundas,Distribution of Reports,7.904597325
Dashboarding-focused Products,Entrinsik,Distribution of Reports,10
Dashboarding-focused Products,Logi Analytics ,Distribution of Reports,6.842454175
Dashboarding-focused Products,Microsoft Power BI,Distribution of Reports,5.44223992
Dashboarding-focused Products,Phocas,Distribution of Reports,9.602282286
Dashboarding-focused Products,Pyramid ,Distribution of Reports,9.17761529
Dashboarding-focused Products,QlikView,Distribution of Reports,3.873947201
Dashboarding-focused Products,Report One,Distribution of Reports,3.28732676
Dashboarding-focused Products,SAP Analytics Cloud,Distribution of Reports,4.597144069
Dashboarding-focused Products,SAS Visual Analytics,Distribution of Reports,3.43871268
Dashboarding-focused Products,Tableau,Distribution of Reports,5.582412068
Dashboarding-focused Products,TARGIT,Distribution of Reports,8.880638126
Dashboarding-focused Products,Zoho Analytics,Distribution of Reports,6.368475488
Dashboarding-focused Products,Peer Group Average,Distribution of Reports,6.567881202
Dashboarding-focused Products,Cubeware,Ad Hoc Query,2.234537111
Dashboarding-focused Products,DigDash,Ad Hoc Query,4.712434158
Dashboarding-focused Products,Domo,Ad Hoc Query,4.768418652
Dashboarding-focused Products,Dundas,Ad Hoc Query,6.638024297
Dashboarding-focused Products,Entrinsik,Ad Hoc Query,9.398802873
Dashboarding-focused Products,Logi Analytics ,Ad Hoc Query,4.807028648
Dashboarding-focused Products,Microsoft Power BI,Ad Hoc Query,6.066241022
Dashboarding-focused Products,Phocas,Ad Hoc Query,9.672550584
Dashboarding-focused Products,Pyramid ,Ad Hoc Query,8.231773156
Dashboarding-focused Products,QlikView,Ad Hoc Query,4.540981644
Dashboarding-focused Products,Report One,Ad Hoc Query,4.485751843
Dashboarding-focused Products,SAP Analytics Cloud,Ad Hoc Query,3.819792498
Dashboarding-focused Products,SAS Visual Analytics,Ad Hoc Query,3.60207502
Dashboarding-focused Products,Tableau,Ad Hoc Query,5.369428665
Dashboarding-focused Products,TARGIT,Ad Hoc Query,6.24800886
Dashboarding-focused Products,Zoho Analytics,Ad Hoc Query,1
Dashboarding-focused Products,Peer Group Average,Ad Hoc Query,5.349740565
Dashboarding-focused Products,Cubeware,Analyses,3.603503185
Dashboarding-focused Products,DigDash,Analyses,6.522292994
Dashboarding-focused Products,Domo,Analyses,6.605095541
Dashboarding-focused Products,Dundas,Analyses,7.875686361
Dashboarding-focused Products,Entrinsik,Analyses,7.401273885
Dashboarding-focused Products,Logi Analytics ,Analyses,2.286514386
Dashboarding-focused Products,Microsoft Power BI,Analyses,5.980312681
Dashboarding-focused Products,Phocas,Analyses,9.059599636
Dashboarding-focused Products,Pyramid ,Analyses,7.835304823
Dashboarding-focused Products,QlikView,Analyses,6.083838539
Dashboarding-focused Products,Report One,Analyses,5.439945405
Dashboarding-focused Products,SAP Analytics Cloud,Analyses,6.199891584
Dashboarding-focused Products,SAS Visual Analytics,Analyses,5.652866242
Dashboarding-focused Products,Tableau,Analyses,5.14108664
Dashboarding-focused Products,TARGIT,Analyses,6.770700637
Dashboarding-focused Products,Zoho Analytics,Analyses,3.195959395
Dashboarding-focused Products,Peer Group Average,Analyses,5.978366996
Dashboarding-focused Products,Cubeware,Advanced Analytics,1
Dashboarding-focused Products,DigDash,Advanced Analytics,2.60781998
Dashboarding-focused Products,Domo,Advanced Analytics,4.635484414
Dashboarding-focused Products,Dundas,Advanced Analytics,5.494062956
Dashboarding-focused Products,Entrinsik,Advanced Analytics,5.855543981
Dashboarding-focused Products,Logi Analytics ,Advanced Analytics,1.341653199
Dashboarding-focused Products,Microsoft Power BI,Advanced Analytics,4.589271901
Dashboarding-focused Products,Phocas,Advanced Analytics,7.491317633
Dashboarding-focused Products,Pyramid ,Advanced Analytics,5.619278109
Dashboarding-focused Products,QlikView,Advanced Analytics,4.524313903
Dashboarding-focused Products,Report One,Advanced Analytics,2.299546459
Dashboarding-focused Products,SAP Analytics Cloud,Advanced Analytics,6.481205673
Dashboarding-focused Products,SAS Visual Analytics,Advanced Analytics,10
Dashboarding-focused Products,Tableau,Advanced Analytics,5.018726741
Dashboarding-focused Products,TARGIT,Advanced Analytics,5.904286296
Dashboarding-focused Products,Zoho Analytics,Advanced Analytics,5.205097471
Dashboarding-focused Products,Peer Group Average,Advanced Analytics,4.879225545
Dashboarding-focused Products,Cubeware,Functionality,3.302659095
Dashboarding-focused Products,DigDash,Functionality,5.421805772
Dashboarding-focused Products,Domo,Functionality,6.453545053
Dashboarding-focused Products,Dundas,Functionality,7.283378578
Dashboarding-focused Products,Entrinsik,Functionality,8.167573374
Dashboarding-focused Products,Logi Analytics ,Functionality,4.329178787
Dashboarding-focused Products,Microsoft Power BI,Functionality,5.897724739
Dashboarding-focused Products,Phocas,Functionality,9.165150028
Dashboarding-focused Products,Pyramid ,Functionality,8.08019172
Dashboarding-focused Products,QlikView,Functionality,5.260901654
Dashboarding-focused Products,Report One,Functionality,4.17734597
Dashboarding-focused Products,SAP Analytics Cloud,Functionality,5.633180457
Dashboarding-focused Products,SAS Visual Analytics,Functionality,5.895657486
Dashboarding-focused Products,Tableau,Functionality,5.882182874
Dashboarding-focused Products,TARGIT,Functionality,7.139412233
Dashboarding-focused Products,Zoho Analytics,Functionality,4.618869483
Dashboarding-focused Products,Peer Group Average,Functionality,6.044297332
Dashboarding-focused Products,Cubeware,Self-Service,5.03432377
Dashboarding-focused Products,DigDash,Self-Service,1.516393443
Dashboarding-focused Products,Domo,Self-Service,4.575031526
Dashboarding-focused Products,Dundas,Self-Service,1
Dashboarding-focused Products,Entrinsik,Self-Service,7.639344262
Dashboarding-focused Products,Logi Analytics ,Self-Service,2.129610656
Dashboarding-focused Products,Microsoft Power BI,Self-Service,5.149590164
Dashboarding-focused Products,Phocas,Self-Service,10
Dashboarding-focused Products,Pyramid ,Self-Service,9.114754098
Dashboarding-focused Products,QlikView,Self-Service,3.115346632
Dashboarding-focused Products,Report One,Self-Service,4.442622951
Dashboarding-focused Products,SAP Analytics Cloud,Self-Service,7.372514824
Dashboarding-focused Products,SAS Visual Analytics,Self-Service,5.131147541
Dashboarding-focused Products,Tableau,Self-Service,5.563476935
Dashboarding-focused Products,TARGIT,Self-Service,2.358930112
Dashboarding-focused Products,Zoho Analytics,Self-Service,2.215043394
Dashboarding-focused Products,Peer Group Average,Self-Service,4.772383144
Dashboarding-focused Products,Cubeware,Ease of Use,1
Dashboarding-focused Products,DigDash,Ease of Use,7.590330014
Dashboarding-focused Products,Domo,Ease of Use,8.64213205
Dashboarding-focused Products,Dundas,Ease of Use,3.645446444
Dashboarding-focused Products,Entrinsik,Ease of Use,9.342870093
Dashboarding-focused Products,Logi Analytics ,Ease of Use,6.755384681
Dashboarding-focused Products,Microsoft Power BI,Ease of Use,5.538303044
Dashboarding-focused Products,Phocas,Ease of Use,9.407528389
Dashboarding-focused Products,Pyramid ,Ease of Use,8.33898726
Dashboarding-focused Products,QlikView,Ease of Use,5.535901843
Dashboarding-focused Products,Report One,Ease of Use,10
Dashboarding-focused Products,SAP Analytics Cloud,Ease of Use,2.999306332
Dashboarding-focused Products,SAS Visual Analytics,Ease of Use,4.82758484
Dashboarding-focused Products,Tableau,Ease of Use,6.32077136
Dashboarding-focused Products,TARGIT,Ease of Use,4.590678605
Dashboarding-focused Products,Zoho Analytics,Ease of Use,8.185191168
Dashboarding-focused Products,Peer Group Average,Ease of Use,6.420026008
Dashboarding-focused Products,Cubeware,Flexibility,3.462187791
Dashboarding-focused Products,DigDash,Flexibility,7.431699414
Dashboarding-focused Products,Domo,Flexibility,5.13856645
Dashboarding-focused Products,Dundas,Flexibility,10
Dashboarding-focused Products,Entrinsik,Flexibility,1.910659618
Dashboarding-focused Products,Logi Analytics ,Flexibility,6.855233753
Dashboarding-focused Products,Microsoft Power BI,Flexibility,4.352797499
Dashboarding-focused Products,Phocas,Flexibility,5.268196253
Dashboarding-focused Products,Pyramid ,Flexibility,5.42979999
Dashboarding-focused Products,QlikView,Flexibility,6.71586824
Dashboarding-focused Products,Report One,Flexibility,4.447921475
Dashboarding-focused Products,SAP Analytics Cloud,Flexibility,1.065965273
Dashboarding-focused Products,SAS Visual Analytics,Flexibility,3.790949679
Dashboarding-focused Products,Tableau,Flexibility,5.035188969
Dashboarding-focused Products,TARGIT,Flexibility,2.942729015
Dashboarding-focused Products,Zoho Analytics,Flexibility,6.475132778
Dashboarding-focused Products,Peer Group Average,Flexibility,5.020181012
Dashboarding-focused Products,Cubeware,Query Performance,4.740853325
Dashboarding-focused Products,DigDash,Query Performance,6.92202717
Dashboarding-focused Products,Domo,Query Performance,3.674530241
Dashboarding-focused Products,Dundas,Query Performance,4.417916626
Dashboarding-focused Products,Entrinsik,Query Performance,4.7067408
Dashboarding-focused Products,Logi Analytics ,Query Performance,4.257311744
Dashboarding-focused Products,Microsoft Power BI,Query Performance,5.308073022
Dashboarding-focused Products,Phocas,Query Performance,7.420724195
Dashboarding-focused Products,Pyramid ,Query Performance,10
Dashboarding-focused Products,QlikView,Query Performance,7.701241272
Dashboarding-focused Products,Report One,Query Performance,2.95766599
Dashboarding-focused Products,SAP Analytics Cloud,Query Performance,5.442280819
Dashboarding-focused Products,SAS Visual Analytics,Query Performance,6.879639422
Dashboarding-focused Products,Tableau,Query Performance,4.545509873
Dashboarding-focused Products,TARGIT,Query Performance,5.757976785
Dashboarding-focused Products,Zoho Analytics,Query Performance,1
Dashboarding-focused Products,Peer Group Average,Query Performance,5.358280705
Dashboarding-focused Products,Cubeware,Performance Satisfaction,1
Dashboarding-focused Products,DigDash,Performance Satisfaction,9.740929535
Dashboarding-focused Products,Domo,Performance Satisfaction,7.335117057
Dashboarding-focused Products,Dundas,Performance Satisfaction,7.085457271
Dashboarding-focused Products,Entrinsik,Performance Satisfaction,10
Dashboarding-focused Products,Logi Analytics ,Performance Satisfaction,2.925217391
Dashboarding-focused Products,Microsoft Power BI,Performance Satisfaction,7.633929048
Dashboarding-focused Products,Phocas,Performance Satisfaction,9.116112532
Dashboarding-focused Products,Pyramid ,Performance Satisfaction,7.606138107
Dashboarding-focused Products,QlikView,Performance Satisfaction,9.02173913
Dashboarding-focused Products,Report One,Performance Satisfaction,9.913043478
Dashboarding-focused Products,SAP Analytics Cloud,Performance Satisfaction,7.277882798
Dashboarding-focused Products,SAS Visual Analytics,Performance Satisfaction,9.70931677
Dashboarding-focused Products,Tableau,Performance Satisfaction,6.042236025
Dashboarding-focused Products,TARGIT,Performance Satisfaction,5.025454545
Dashboarding-focused Products,Zoho Analytics,Performance Satisfaction,9.02173913
Dashboarding-focused Products,Peer Group Average,Performance Satisfaction,7.403394551
Dashboarding-focused Products,Cubeware,Sales Experience,2.712466339
Dashboarding-focused Products,DigDash,Sales Experience,8.537891
Dashboarding-focused Products,Domo,Sales Experience,5.186822709
Dashboarding-focused Products,Dundas,Sales Experience,7.734267158
Dashboarding-focused Products,Entrinsik,Sales Experience,9.825989322
Dashboarding-focused Products,Logi Analytics ,Sales Experience,8.082528117
Dashboarding-focused Products,Microsoft Power BI,Sales Experience,4.480071647
Dashboarding-focused Products,Phocas,Sales Experience,10
Dashboarding-focused Products,Pyramid ,Sales Experience,7.773082621
Dashboarding-focused Products,QlikView,Sales Experience,3.936618882
Dashboarding-focused Products,Report One,Sales Experience,5.151840873
Dashboarding-focused Products,SAP Analytics Cloud,Sales Experience,3.985268494
Dashboarding-focused Products,SAS Visual Analytics,Sales Experience,6.350388088
Dashboarding-focused Products,Tableau,Sales Experience,5.396138687
Dashboarding-focused Products,TARGIT,Sales Experience,8.548994139
Dashboarding-focused Products,Zoho Analytics,Sales Experience,4.884924665
Dashboarding-focused Products,Peer Group Average,Sales Experience,6.411705796
Dashboarding-focused Products,Cubeware,Customer Experience,3.206439052
Dashboarding-focused Products,DigDash,Customer Experience,6.452980231
Dashboarding-focused Products,Domo,Customer Experience,5.663936564
Dashboarding-focused Products,Dundas,Customer Experience,5.463992911
Dashboarding-focused Products,Entrinsik,Customer Experience,6.659632519
Dashboarding-focused Products,Logi Analytics ,Customer Experience,4.839452998
Dashboarding-focused Products,Microsoft Power BI,Customer Experience,5.380603451
Dashboarding-focused Products,Phocas,Customer Experience,8.284101461
Dashboarding-focused Products,Pyramid ,Customer Experience,7.94592274
Dashboarding-focused Products,QlikView,Customer Experience,5.996002153
Dashboarding-focused Products,Report One,Customer Experience,5.966530237
Dashboarding-focused Products,SAP Analytics Cloud,Customer Experience,4.672280668
Dashboarding-focused Products,SAS Visual Analytics,Customer Experience,5.84228937
Dashboarding-focused Products,Tableau,Customer Experience,5.462243917
Dashboarding-focused Products,TARGIT,Customer Experience,4.246322415
Dashboarding-focused Products,Zoho Analytics,Customer Experience,5.182254906
Dashboarding-focused Products,Peer Group Average,Customer Experience,5.7040616
Dashboarding-focused Products,Cubeware,Cloud BI,1.033693844
Dashboarding-focused Products,DigDash,Cloud BI,1.064891847
Dashboarding-focused Products,Domo,Cloud BI,9.700499168
Dashboarding-focused Products,Dundas,Cloud BI,5.557404326
Dashboarding-focused Products,Entrinsik,Cloud BI,2.70501545
Dashboarding-focused Products,Logi Analytics ,Cloud BI,6.181364393
Dashboarding-focused Products,Microsoft Power BI,Cloud BI,8.677204659
Dashboarding-focused Products,Phocas,Cloud BI,9.550748752
Dashboarding-focused Products,Pyramid ,Cloud BI,4.844307107
Dashboarding-focused Products,QlikView,Cloud BI,1.828679109
Dashboarding-focused Products,Report One,Cloud BI,1.397670549
Dashboarding-focused Products,SAP Analytics Cloud,Cloud BI,9.487025171
Dashboarding-focused Products,SAS Visual Analytics,Cloud BI,3.560732113
Dashboarding-focused Products,Tableau,Cloud BI,6.137832295
Dashboarding-focused Products,TARGIT,Cloud BI,2.930204046
Dashboarding-focused Products,Zoho Analytics,Cloud BI,8.934129392
Dashboarding-focused Products,Peer Group Average,Cloud BI,5.224462639
Dashboarding-focused Products,Cubeware,Data Preparation,2.296140382
Dashboarding-focused Products,DigDash,Data Preparation,2.608543448
Dashboarding-focused Products,Domo,Data Preparation,5.300016021
Dashboarding-focused Products,Dundas,Data Preparation,6.357380245
Dashboarding-focused Products,Entrinsik,Data Preparation,6.982186378
Dashboarding-focused Products,Logi Analytics ,Data Preparation,2.881896132
Dashboarding-focused Products,Microsoft Power BI,Data Preparation,4.973880951
Dashboarding-focused Products,Phocas,Data Preparation,6.178864208
Dashboarding-focused Products,Pyramid ,Data Preparation,6.714412321
Dashboarding-focused Products,QlikView,Data Preparation,4.385100645
Dashboarding-focused Products,Report One,Data Preparation,5.940842824
Dashboarding-focused Products,SAP Analytics Cloud,Data Preparation,3.592280764
Dashboarding-focused Products,SAS Visual Analytics,Data Preparation,5.10776798
Dashboarding-focused Products,Tableau,Data Preparation,4.584674473
Dashboarding-focused Products,TARGIT,Data Preparation,5.831227713
Dashboarding-focused Products,Zoho Analytics,Data Preparation,4.225688733
Dashboarding-focused Products,Peer Group Average,Data Preparation,4.872556451
Dashboarding-focused Products,Cubeware,Visual Analysis,5.780193992
Dashboarding-focused Products,DigDash,Visual Analysis,6.755944931
Dashboarding-focused Products,Domo,Visual Analysis,8.429960528
Dashboarding-focused Products,Dundas,Visual Analysis,9.121401752
Dashboarding-focused Products,Entrinsik,Visual Analysis,3.309136421
Dashboarding-focused Products,Logi Analytics ,Visual Analysis,4.893147685
Dashboarding-focused Products,Microsoft Power BI,Visual Analysis,7.78660826
Dashboarding-focused Products,Phocas,Visual Analysis,5.133917397
Dashboarding-focused Products,Pyramid ,Visual Analysis,10
Dashboarding-focused Products,QlikView,Visual Analysis,9.526094365
Dashboarding-focused Products,Report One,Visual Analysis,1
Dashboarding-focused Products,SAP Analytics Cloud,Visual Analysis,5.789630655
Dashboarding-focused Products,SAS Visual Analytics,Visual Analysis,7.70212766
Dashboarding-focused Products,Tableau,Visual Analysis,8.472276392
Dashboarding-focused Products,TARGIT,Visual Analysis,6.955141295
Dashboarding-focused Products,Zoho Analytics,Visual Analysis,3.666936612
Dashboarding-focused Products,Peer Group Average,Visual Analysis,6.520157372
Dashboarding-focused Products,Cubeware,Visual Design Standards,8.75862069
Dashboarding-focused Products,DigDash,Visual Design Standards,2.034482759
Dashboarding-focused Products,Domo,Visual Design Standards,5.774535809
Dashboarding-focused Products,Dundas,Visual Design Standards,7.206896552
Dashboarding-focused Products,Entrinsik,Visual Design Standards,2.477832512
Dashboarding-focused Products,Logi Analytics ,Visual Design Standards,1
Dashboarding-focused Products,Microsoft Power BI,Visual Design Standards,6.172413793
Dashboarding-focused Products,Phocas,Visual Design Standards,2.773399015
Dashboarding-focused Products,Pyramid ,Visual Design Standards,3.660098522
Dashboarding-focused Products,QlikView,Visual Design Standards,5.920100925
Dashboarding-focused Products,Report One,Visual Design Standards,1
Dashboarding-focused Products,SAP Analytics Cloud,Visual Design Standards,10
Dashboarding-focused Products,SAS Visual Analytics,Visual Design Standards,7.206896552
Dashboarding-focused Products,Tableau,Visual Design Standards,3.52606255
Dashboarding-focused Products,TARGIT,Visual Design Standards,6.444646098
Dashboarding-focused Products,Zoho Analytics,Visual Design Standards,4.651115619
Dashboarding-focused Products,Peer Group Average,Visual Design Standards,4.912943837
Dashboarding-focused Products,Cubeware,Location Intelligence,3.752293578
Dashboarding-focused Products,DigDash,Location Intelligence,3.247706422
Dashboarding-focused Products,Domo,Location Intelligence,3.134791814
Dashboarding-focused Products,Dundas,Location Intelligence,6.917431193
Dashboarding-focused Products,Entrinsik,Location Intelligence,2.933158585
Dashboarding-focused Products,Logi Analytics ,Location Intelligence,1
Dashboarding-focused Products,Microsoft Power BI,Location Intelligence,6.602883355
Dashboarding-focused Products,Phocas,Location Intelligence,2.19921363
Dashboarding-focused Products,Pyramid ,Location Intelligence,9.74836173
Dashboarding-focused Products,QlikView,Location Intelligence,4.821708854
Dashboarding-focused Products,Report One,Location Intelligence,1.535168196
Dashboarding-focused Products,SAP Analytics Cloud,Location Intelligence,7.339059145
Dashboarding-focused Products,SAS Visual Analytics,Location Intelligence,10
Dashboarding-focused Products,Tableau,Location Intelligence,9.016855131
Dashboarding-focused Products,TARGIT,Location Intelligence,5.333655239
Dashboarding-focused Products,Zoho Analytics,Location Intelligence,5.492714517
Dashboarding-focused Products,Peer Group Average,Location Intelligence,5.192187587
Dashboarding-focused Products,Cubeware,Mobile BI,5.411764706
Dashboarding-focused Products,DigDash,Mobile BI,1.588235294
Dashboarding-focused Products,Domo,Mobile BI,10
Dashboarding-focused Products,Dundas,Mobile BI,5.705882353
Dashboarding-focused Products,Entrinsik,Mobile BI,4.361344538
Dashboarding-focused Products,Logi Analytics ,Mobile BI,4.860294118
Dashboarding-focused Products,Microsoft Power BI,Mobile BI,8.56302521
Dashboarding-focused Products,Phocas,Mobile BI,9.571428571
Dashboarding-focused Products,Pyramid ,Mobile BI,6.042016807
Dashboarding-focused Products,QlikView,Mobile BI,5.252303331
Dashboarding-focused Products,Report One,Mobile BI,2.470588235
Dashboarding-focused Products,SAP Analytics Cloud,Mobile BI,8.509386733
Dashboarding-focused Products,SAS Visual Analytics,Mobile BI,7.470588235
Dashboarding-focused Products,Tableau,Mobile BI,5.924760602
Dashboarding-focused Products,TARGIT,Mobile BI,8.73993808
Dashboarding-focused Products,Zoho Analytics,Mobile BI,6.190311419
Dashboarding-focused Products,Peer Group Average,Mobile BI,6.291366765
Dashboarding-focused Products,Cubeware,Operational BI,1.262810202
Dashboarding-focused Products,DigDash,Operational BI,5.885110294
Dashboarding-focused Products,Domo,Operational BI,7.211114253
Dashboarding-focused Products,Dundas,Operational BI,9.777573529
Dashboarding-focused Products,Entrinsik,Operational BI,10
Dashboarding-focused Products,Logi Analytics ,Operational BI,6.475930607
Dashboarding-focused Products,Microsoft Power BI,Operational BI,3.22393645
Dashboarding-focused Products,Phocas,Operational BI,4.852415966
Dashboarding-focused Products,Pyramid ,Operational BI,6.758928571
Dashboarding-focused Products,QlikView,Operational BI,4.28390769
Dashboarding-focused Products,Report One,Operational BI,6.070465686
Dashboarding-focused Products,SAP Analytics Cloud,Operational BI,5.400031289
Dashboarding-focused Products,SAS Visual Analytics,Operational BI,5.329044118
Dashboarding-focused Products,Tableau,Operational BI,5.833383208
Dashboarding-focused Products,TARGIT,Operational BI,7.43624226
Dashboarding-focused Products,Zoho Analytics,Operational BI,6.506596021
Dashboarding-focused Products,Peer Group Average,Operational BI,6.019218134
Dashboarding-focused Products,Cubeware,Innovation,4.042216771
Dashboarding-focused Products,DigDash,Innovation,3.312130714
Dashboarding-focused Products,Domo,Innovation,6.570612951
Dashboarding-focused Products,Dundas,Innovation,7.139793764
Dashboarding-focused Products,Entrinsik,Innovation,4.681239126
Dashboarding-focused Products,Logi Analytics ,Innovation,4.661579117
